RESIDENCE,BIRTHPLACE,NATIONALITY,EG_FGN_RESIDENT,ID_TYPE,CUSTOMER_SEGMENT,INDUSTRY,JOB_TITLE,INCOME_SOURCE,SEX,TITLE,AGE,CONTACT_DATE,ACCOUNT_SINCE,DATE_TIME_LOANS,LOAN_START_DATE,LOAN_END_DATE,CUSTOMER_TYPE,KYC_DATE,KYC_REMAINING_DAYS,KYC_YEARS_INT,KYC_RISK_RATE,KYC_RISK_CATEG,CUSTOMER_STATUS,CURRENCY,INTEREST_BASIS,LOAN_MONTHS,LOAN_AMOUNT,TOTAL_LOAN_AMOUNT,TOT_INTEREST_AMT,MONTHLY_PAYMENT,CONTRACT_TYPE,ISL&SME_REPAY_TYPE,HAS_CHRG,CHRG_CODE,INTEREST_RATE,LOAN_TYPE,LOAN_SUB_TYPE,POSTING_RESTRICT,TOTAL_MONTHLY_INCOME,JOINT_SEPARAT,MARITAL_STATUS,DTI,MONTHLY_PAYMENT_BURDEN,ANNUALIZED_PAYMENT_BURDEN,CUMULATIVE_INTEREST_PCT,EFFECTIVE_INTEREST_RATE,INTEREST_TO_INCOME_RATIO,INTEREST_COVERAGE,PAYMENT_TO_LOAN_RATIO,PRINCIPAL_SHARE_PER_MONTH,LOAN_TO_INCOME_EXPOSURE,TOTAL_COST_TO_INCOME_EXPOSURE,INTEREST_SHARE_TOTAL,PRINCIPAL_SHARE_TOTAL,PRINCIPAL_TO_INTEREST_RATIO,OVERDUE_STATUS
Sharqia,Sharqia,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,F,MRS,37.89,2018-01-09,2018-01-09,2025-03-08,2018-01-10,2025-03-03,Normal,2018-01-09,-961,5,LOW,Low Risk Customer,Marginally,EGP,A,84,70900.0,132251.24049638052,61351.24049638052,1574.4195297188155,BULLET,Monthly,0,NO CHARGE,20.0,Personal Loan,Per-Loan sal-inst-tr Group deals,KYC Update Needed,,,,,,,0.8653207404284982,0.12361724863264259,,2.15564085463248,0.02220619929081545,0.5361008315225626,,,0.4638991684774374,0.5361008315225626,1.1556408546324801,CUR
Dakahlia,Dakahlia,EG,EG,National ID,Mass,Bank Staff,Employee,Salary,F,MRS,51.79,2010-06-10,2000-05-10,2025-03-08,2020-05-03,2025-03-03,Special,2024-08-01,1435,5,LOW,Low Risk Customer,Marginally,EGP,A,84,222000.0,309578.8797333691,87578.8797333691,3685.46285396868,BULLET,Monthly,0,NO CHARGE,10.0,Personal Loan,Unsec Staff Loans-Special Offer 7 Y,Post No Credits,,,,,,,0.39449945825841937,0.056357065465488486,,3.53485772683861,0.016601184026885946,0.7171031828502055,,,0.28289681714979437,0.7171031828502056,2.53485772683861,CUR
Cairo,Cairo,EG,EG,National ID,Privilege,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,42.75,2020-08-25,2020-08-25,2025-03-08,2020-10-12,2025-03-03,Normal,2020-08-25,-367,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,A,84,456000.0,696824.9641115064,240824.9641115064,8295.535287041743,BULLET,Monthly,0,NO CHARGE,13.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,KYC Update Needed,33333.0,JOINT,,20.90495797292492,0.24886854729672525,2.986422567560703,0.5281249212971632,0.07544641732816616,1.0321173102224153,2.8934914064343578,0.018191963348775753,0.6543967617196771,0.1628587714448573,0.24886854729672525,0.3456032382803229,0.6543967617196771,1.893491406434358,CUR
Sharqia,Sharqia,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,33.86,2019-09-08,2019-09-08,2025-03-08,2019-09-17,2025-03-03,Normal,2019-09-08,-353,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,81000.0,141018.30109370864,60018.30109370864,1678.7892987346268,BULLET,Monthly,0,NO CHARGE,17.5,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,KYC Update Needed,8333.0,,,16.922873046166885,0.20146277435912957,2.417553292309555,0.7409666801692424,0.10585238288132034,1.0289263186591802,2.3495883509520192,0.020725793811538603,0.5743935317031962,0.11571891447086455,0.20146277435912957,0.4256064682968038,0.5743935317031962,1.349588350952019,CUR
Sharqia,Sharqia,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Retired,Other,M,MR,37.52,2018-12-17,2018-12-17,2025-03-08,2019-01-10,2025-03-03,Normal,2018-12-17,-619,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,103186.0,191999.9903298457,88813.99032984569,799.9999597076904,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,KYC Update Needed,10760.0,,,17.843865272290493,0.07434943863454373,0.8921932636145247,0.8607174454852954,0.04303587227426477,0.4127044160308815,2.16182146097454,0.007752989356188731,0.5374271104010577,0.039957403965303596,0.07434943863454371,0.46257288959894227,0.5374271104010577,1.16182146097454,CUR
Cairo,Cairo,EG,EG,National ID,Mass,Professionals,Doctor,Salary,M,MR,64.17,2020-05-05,2020-05-05,2025-03-08,2020-05-19,2025-03-03,Normal,2020-05-05,-114,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,418000.0,570647.0719491414,152647.07194914145,9510.784532485692,BULLET,Monthly,0,NO CHARGE,13.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,ID Update Needed,175000.0,,,3.260840411137951,0.054347340185632524,0.6521680822275904,0.36518438265344844,0.07303687653068969,0.1744537965133045,3.7383427317837326,0.022753073044224144,0.7325017870892606,0.03980952380952381,0.05434734018563252,0.2674982129107394,0.7325017870892606,2.7383427317837326,CUR
Alexandria,Alexandria,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,41.88,2020-08-26,2020-08-26,2025-03-08,2020-08-30,2025-03-03,Normal,2023-07-05,1043,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,220000.0,336187.482685376,116187.48268537596,4002.231936730666,BULLET,Monthly,0,NO CHARGE,13.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,,,,,,,0.5281249212971635,0.0754464173281662,,2.8934914064343573,0.018191963348775753,0.6543967617196771,,,0.34560323828032297,0.6543967617196769,1.8934914064343569,CUR
Cairo,Cairo,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,48.25,2019-08-29,2020-09-06,2025-03-08,2020-09-24,2025-03-03,Normal,2020-09-06,10,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,192,118311.0,196992.4763051552,78681.47630515514,1026.0024807560164,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,NO RESTRICTION,10760.0,,,18.307850957728178,0.09535339040483425,1.144240684858011,0.66503939874699,0.04156496242168688,0.45702530381711864,2.5036703116899757,0.00867208020180724,0.6005863889782672,0.05726794842007435,0.09535339040483426,0.3994136110217326,0.6005863889782671,1.5036703116899748,CUR
Giza,Giza,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,43.11,2020-04-15,2020-04-15,2025-03-08,2020-05-04,2025-03-03,Normal,2020-04-15,-134,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,100000.0,136518.43826534486,36518.438265344856,2275.3073044224143,BULLET,Monthly,0,NO CHARGE,13.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,KYC Update Needed,13333.0,,,10.239138848372074,0.17065231413953455,2.0478277696744147,0.36518438265344855,0.07303687653068971,0.5477902687368913,3.738342731783732,0.022753073044224144,0.7325017870892606,0.12500312507812694,0.17065231413953455,0.26749821291073944,0.7325017870892606,2.738342731783732,CUR
Giza,Giza,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,35.88,2018-03-27,2018-03-27,2025-03-08,2018-12-18,2025-03-03,Normal,2024-03-04,1285,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,70600.0,111822.90045287064,41222.90045287064,465.928751886961,BULLET,Monthly,0,NO CHARGE,5.0,Mortgage Loan,Mort Loan-CBE low incom 5%,ID Update Needed,10760.0,,,10.39246286736716,0.04330192861402983,0.519623143368358,0.5838937741199808,0.02919468870599904,0.19155622887021675,2.712640285481989,0.006599557392166586,0.6313554711430096,0.02733890954151177,0.04330192861402983,0.36864452885699045,0.6313554711430095,1.7126402854819893,CUR
Alexandria,Alexandria,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,43.01,2020-04-13,2020-04-13,2025-03-08,2020-05-10,2025-03-03,Normal,2020-04-13,-136,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,600000.0,819110.6295920692,219110.6295920692,13651.843826534488,BULLET,Monthly,0,NO CHARGE,13.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,KYC Update Needed,,,,,,,0.36518438265344866,0.07303687653068973,,3.738342731783731,0.022753073044224147,0.7325017870892604,,,0.2674982129107395,0.7325017870892605,2.738342731783731,CUR
Cairo,Cairo,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,32.17,2020-11-23,2020-11-23,2025-03-08,2020-11-29,2025-03-03,Normal,2020-11-23,88,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,108345.0,201599.43163110435,93254.43163110437,839.9976317962681,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,NO RESTRICTION,10760.0,,,18.73600665716583,0.07806669440485764,0.9368003328582916,0.8607174454852957,0.04303587227426479,0.433338436947511,2.1618214609745396,0.007752989356188731,0.5374271104010577,0.04195515799256506,0.07806669440485764,0.4625728895989424,0.5374271104010577,1.1618214609745396,CUR
Cairo,Cairo,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,30.72,2020-12-20,2020-12-20,2025-03-08,2020-12-24,2025-03-03,Normal,2020-12-20,115,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,113200.0,178195.022354655,64995.022354655,2121.3693137458927,BULLET,Monthly,0,NO CHARGE,14.000000000000002,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,ID Update Needed,7500.0,,,23.759336313953998,0.2828492418327857,3.3941909019934284,0.5741609748644434,0.08202299640920621,1.2380004258029522,2.7416718373032842,0.018740011605529086,0.6352590465445338,0.1796825396825397,0.2828492418327857,0.3647409534554663,0.6352590465445337,1.7416718373032842,CUR
Cairo,Cairo,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,38.74,2019-12-17,2019-12-17,2025-03-08,2019-12-19,2025-03-03,Normal,2019-12-17,-253,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,152000.0,277791.0781909144,125791.0781909144,3307.0366451299333,BULLET,Monthly,0,NO CHARGE,19.25,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,KYC Update Needed,14166.0,,,19.609704799584527,0.23344886666172054,2.8013863999406463,0.8275728828349631,0.11822469754785188,1.2685411568031544,2.2083527877017484,0.021756820033749562,0.5471738005046247,0.127737103594791,0.23344886666172057,0.4528261994953753,0.5471738005046247,1.2083527877017481,CUR
Sharqia,Sharqia,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,39.88,2019-11-28,2019-11-28,2025-03-08,2019-12-12,2025-03-03,Normal,2024-11-07,1533,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,72,300000.0,465575.6991345403,165575.69913454028,6466.329154646392,BULLET,Monthly,0,NO CHARGE,15.75,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,19416.0,SEPARATE,SINGLE,23.97897090721777,0.33304126260024686,3.996495151202962,0.5519189971151343,0.09198649951918904,1.4212994363286318,2.8118600831407745,0.021554430515487975,0.6443635279024887,0.2145996429061942,0.33304126260024686,0.35563647209751137,0.6443635279024886,1.8118600831407745,CUR
Cairo,Cairo,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,33.67,2020-11-15,2020-11-15,2025-03-08,2020-11-23,2025-03-03,Normal,2020-11-15,80,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,126403.0,235200.2672616778,108797.2672616778,980.0011135903242,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,ID Update Needed,10760.0,,,21.858760897925446,0.0910781704080227,1.0929380448962722,0.8607174454852955,0.04303587227426477,0.5055635095802872,2.16182146097454,0.007752989356188731,0.5374271104010577,0.04894787794299876,0.0910781704080227,0.46257288959894227,0.5374271104010577,1.16182146097454,CUR
Giza,Giza,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Lawyer,Salary,M,MR,43.07,2019-08-06,2019-08-06,2025-02-20,2019-09-12,2025-02-20,Normal,2025-01-29,1616,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,329000.0,490589.8456431616,161589.84564316156,8176.497427386026,BULLET,Monthly,1,Quick Payement Fee,17.0,Auto Loan,Auto Loan-install-tr-Group deals,NO RESTRICTION,30000.0,SEPARATE,MARRIED,16.352994854772053,0.2725499142462009,3.2705989709544103,0.4911545460278467,0.09823090920556934,1.0772656376210772,3.036019025146728,0.024852575767130777,0.6706212998939718,0.1827777777777778,0.2725499142462009,0.32937870010602815,0.6706212998939718,2.036019025146728,CUR
Cairo,Cairo,EG,EG,National ID,Thahabi,Governmental & Military Employees,Employee,Salary,F,MRS,42.57,2019-11-25,2019-11-25,2025-03-08,2019-12-25,2025-03-03,Normal,2024-10-31,1526,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,82733.0,131040.28361426838,48307.28361426838,546.0011817261183,BULLET,Monthly,0,NO CHARGE,5.0,Mortgage Loan,Mort Loan-CBE low incom 5%,NO RESTRICTION,7640.0,SEPARATE,MARRIED,17.151869583019423,0.07146612326258092,0.8575934791509711,0.5838937741199809,0.029194688705999047,0.31614714407243705,2.7126402854819887,0.006599557392166587,0.6313554711430095,0.04512052792321117,0.07146612326258092,0.3686445288569905,0.6313554711430095,1.7126402854819889,CUR
Giza,Giza,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,54.39,2020-09-03,2020-09-03,2025-03-08,2020-09-08,2025-03-03,Normal,2020-09-03,7,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,184500.0,281939.0479793266,97439.04797932664,3356.417237849126,BULLET,Monthly,0,NO CHARGE,13.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,9199.0,,,30.648880093415222,0.364867620159705,4.37841144191646,0.5281249212971634,0.07544641732816619,1.513193172849947,2.893491406434357,0.018191963348775753,0.6543967617196771,0.23876818908887612,0.36486762015970503,0.345603238280323,0.6543967617196771,1.893491406434357,CUR
Red Sea,Alexandria,EG,EG,National ID,Thahabi,Governmental & Military Employees,Employee,Salary,M,MR,40.09,2020-05-06,2020-05-06,2025-03-08,2020-05-12,2025-03-03,Normal,2020-05-06,-113,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,96,222000.0,358196.219937308,136196.219937308,3731.210624346958,BULLET,Monthly,0,NO CHARGE,13.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,KYC Update Needed,,,,,,,0.61349648620409,0.07668706077551125,,2.6300011858052157,0.016807255064625937,0.6197720345537281,,,0.380227965446272,0.619772034553728,1.6300011858052157,CUR
Qalyubia,Cairo,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,44.17,2020-07-22,2020-07-22,2025-03-08,2020-08-27,2025-03-03,Normal,2020-07-22,-36,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,149990.0,229751.28726253865,79761.28726253865,3829.188121042311,BULLET,Monthly,0,NO CHARGE,18.25,Auto Loan,AL-SALARIED DP > 40% < 50%,ID Update Needed,,,,,,,0.5317773669080516,0.1063554733816103,,2.880486200107324,0.025529622781800862,0.6528363857592023,,,0.3471636142407976,0.6528363857592023,1.880486200107324,CUR
Cairo,Cairo,EG,EG,National ID,Thahabi,Governmental & Military Employees,Employee,Salary,F,MRS,47.44,2019-11-25,2019-11-25,2025-03-08,2020-01-02,2025-03-03,Normal,2024-12-22,1578,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,216,102750.0,180992.5517775704,78242.55177757039,837.9284804517148,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,ID Update Needed,10760.0,SEPARATE,MARRIED,16.820869124309517,0.07787439409402554,0.9344927291283065,0.7614846888328018,0.04230470493515566,0.4039784788185171,2.313224040699745,0.008155021707559268,0.5677029192133494,0.044209520859149115,0.07787439409402554,0.43229708078665063,0.5677029192133494,1.3132240406997449,CUR
Alexandria,Alexandria,EG,EG,National ID,Mass,Bank Staff,Employee,Salary,M,MR,51.76,2010-06-10,2000-03-05,2025-03-08,2020-06-25,2025-03-03,Special,2021-12-23,483,5,LOW,Low Risk Customer,Marginally,EGP,A,84,391000.0,545249.288179042,154249.28817904205,6491.062954512405,BULLET,Monthly,0,NO CHARGE,10.0,Personal Loan,Unsec Staff Loans-Special Offer 7 Y,Post No Credits,,,,,,,0.3944994582584196,0.05635706546548851,,3.5348577268386085,0.016601184026885946,0.7171031828502056,,,0.2828968171497945,0.7171031828502056,2.5348577268386085,CUR
Cairo,Cairo,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Others,Other,M,MR,30.67,2020-03-09,2020-03-09,2025-03-08,2020-06-28,2025-03-03,Normal,2020-03-09,-171,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,77390.0,144000.92310610702,66610.92310610702,600.0038462754459,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,KYC Update Needed,10760.0,,,13.38298541878318,0.055762439244929914,0.6691492709391589,0.8607174454852955,0.04303587227426477,0.3095303118313523,2.16182146097454,0.0077529893561887305,0.5374271104010577,0.029968246592317224,0.055762439244929914,0.46257288959894227,0.5374271104010577,1.16182146097454,CUR
Alexandria,Alexandria,EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",House Wife,Other,F,MRS,65.33,2011-04-14,1980-01-01,2025-03-08,2020-12-07,2025-03-03,Normal,2023-10-23,1153,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,51,300000.0,439497.0578696929,139497.05786969292,8617.589369993979,BULLET,Monthly,0,NO CHARGE,19.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,,,,,,,0.46499019289897636,0.10940945715270033,,3.1505829913648515,0.028725297899979928,0.6825984261513472,,,0.3174015738486527,0.6825984261513474,2.1505829913648515,CUR
Qena,Qena,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,31.68,2020-09-03,2020-09-03,2025-03-08,2020-09-17,2025-03-03,Normal,2020-09-03,7,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,185000.0,295528.9076692149,110528.90766921488,3518.2012817763675,BULLET,Monthly,0,NO CHARGE,14.499999999999998,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,,,,,,,0.5974535549687291,0.08535050785267559,,2.6737702733266695,0.019017304225818203,0.6259962907150534,,,0.37400370928494664,0.6259962907150534,1.6737702733266695,CUR
Cairo,Cairo,EG,EG,National ID,Privilege,"Others (Goodwife, Non Adult ...)",Employee,Salary,F,MRS,49.22,2019-09-08,2019-09-08,2025-03-08,2019-09-16,2025-03-03,Normal,2019-09-08,-719,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,A,84,208000.0,352023.9174011947,144023.9174011947,4190.760921442794,BULLET,Monthly,0,NO CHARGE,16.5,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,KYC Update Needed,38016.0,,,9.259888399652638,0.1102367666625314,1.3228411999503769,0.692422679813436,0.09891752568763372,0.5412154183245952,2.444204572082238,0.02014788904539805,0.5908689430410108,0.06513548180214847,0.1102367666625314,0.40913105695898916,0.5908689430410108,1.4442045720822383,CUR
Cairo,Cairo,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,36.79,2020-09-09,2020-09-09,2025-03-08,2020-09-24,2025-03-03,Normal,2020-09-09,13,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,103186.0,191999.9903298457,88813.99032984569,799.9999597076904,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,NO RESTRICTION,10760.0,,,17.843865272290493,0.07434943863454373,0.8921932636145247,0.8607174454852954,0.04303587227426477,0.4127044160308815,2.16182146097454,0.007752989356188731,0.5374271104010577,0.039957403965303596,0.07434943863454371,0.46257288959894227,0.5374271104010577,1.16182146097454,CUR
Giza,Sohag,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,F,MRS,56.32,2018-12-10,2018-12-10,2025-03-08,2019-02-13,2025-03-03,Normal,2018-12-10,-626,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,123,67800.0,95196.57088525523,27396.57088525525,773.9558608557337,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,KYC Update Needed,10760.0,,,8.847264952161266,0.07192898335090461,0.8631478002108555,0.4040792165966851,0.039422362594798546,0.24840484980737373,3.4747622716713695,0.011415278183712886,0.7122105278531768,0.05122857920029014,0.07192898335090461,0.28778947214682327,0.7122105278531768,2.47476227167137,CUR
Qalyubia,Qalyubia,EG,EG,National ID,Thahabi,Governmental & Military Employees,Employee,Salary,M,MR,30.88,2019-10-10,2019-10-10,2025-03-08,2020-02-23,2025-03-03,Normal,2022-12-04,829,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,136700.0,254360.0747978399,117660.07479783989,1059.8336449909996,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,ID Update Needed,10760.0,,,23.639412155933076,0.09849755064972116,1.1819706077966539,0.8607174454852955,0.04303587227426477,0.5467475594695163,2.16182146097454,0.007752989356188731,0.5374271104010577,0.052935254027261465,0.09849755064972114,0.46257288959894227,0.5374271104010577,1.16182146097454,CUR
Gharbia,Gharbia,EG,EG,National ID,Thahabi,Governmental & Military Employees,Employee,Salary,M,MR,35.91,2019-07-15,2019-07-15,2025-03-08,2019-08-27,2025-03-03,Normal,2024-07-01,1404,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,120000.0,223286.09345823547,103286.09345823548,930.3587227426476,BULLET,Monthly,0,NO CHARGE,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,NO RESTRICTION,10760.0,,,20.751495674557198,0.08646456531065498,1.0375747837278597,0.8607174454852957,0.04303587227426479,0.47995396588399386,2.1618214609745396,0.0077529893561887305,0.5374271104010578,0.046468401486988845,0.086464565310655,0.4625728895989424,0.5374271104010577,1.1618214609745396,CUR
Alexandria,Alexandria,EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,MR,48.04,2019-05-22,2019-05-22,2025-03-08,2020-06-29,2025-03-03,Normal,2024-07-30,1433,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,900000.0,1416744.877377999,516744.877377999,16866.01044497618,BULLET,Monthly,0,NO CHARGE,14.000000000000002,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,,,,,,,0.5741609748644434,0.0820229964092062,,2.7416718373032847,0.018740011605529086,0.6352590465445337,,,0.36474095345546625,0.6352590465445337,1.7416718373032845,CUR
Qalyubia,Qalyubia,EG,EG,National ID,Mass,Professionals,Businessman,Private business,M,MR,60.74,2020-05-06,2020-05-06,2025-03-08,2020-05-21,2025-03-03,Normal,2020-05-06,-113,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,400000.0,546073.7530613794,146073.75306137942,9101.229217689655,BULLET,Monthly,0,NO CHARGE,13.0,Personal Loan,PL-MEDICAL DOCTORS,KYC Update Needed,75000.0,,,7.280983374151726,0.12134972290252874,1.4561966748303448,0.36518438265344855,0.07303687653068971,0.38953000816367844,3.738342731783732,0.022753073044224137,0.7325017870892607,0.08888888888888889,0.12134972290252877,0.26749821291073944,0.7325017870892606,2.738342731783732,CUR
Sohag,Sohag,EG,EG,National ID,Mass,Bank Staff,Employee,Salary,M,MR,51.17,2010-06-10,2001-01-18,2025-03-08,2020-07-22,2025-03-03,Special,2022-01-04,495,5,LOW,Low Risk Customer,Marginally,EGP,A,84,203700.0,284059.53964724,80359.53964724002,3381.661186276667,BULLET,Monthly,0,NO CHARGE,10.0,Personal Loan,Unsec Staff Loans-Special Offer 7 Y,Post No Credits,,,,,,,0.3944994582584193,0.05635706546548847,,3.5348577268386103,0.016601184026885946,0.7171031828502056,,,0.28289681714979437,0.7171031828502057,2.5348577268386103,CUR
Qalyubia,Qalyubia,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,MR,42.34,2017-10-17,2017-10-17,2025-03-08,2017-12-20,2025-03-03,Normal,2022-12-20,480,4,MEDIUM,Low Risk Customer,Marginally,EGP,A,84,20000.0,39875.87040301341,19875.87040301341,474.7127428930168,BULLET,Monthly,0,NO CHARGE,22.5,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,,JOINT,,,,,0.9937935201506706,0.14197050287866722,,2.0062452408105744,0.02373563714465084,0.5015564500001135,,,0.49844354999988655,0.5015564500001135,1.0062452408105744,CUR
Cairo,Cairo,EG,EG,National ID,Mass,Bank Staff,Employee,Salary,F,MRS,29.83,2019-02-13,2019-02-13,2025-03-08,2020-04-14,2025-03-03,Special,2024-08-26,1460,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,31000.0,43229.483206011006,12229.483206011006,514.6367048334644,BULLET,Customized Repayment Scheduele,0,NO CHARGE,10.0,Personal Loan,Unsec Staff Loans-Special Offer 7 Y,Post No Credits,,,,,,,0.39449945825841953,0.05635706546548851,,3.534857726838609,0.016601184026885946,0.7171031828502055,,,0.2828968171497945,0.7171031828502056,2.534857726838609,CUR
Port Said,Port Said,EG,EG,National ID,Privilege,Governmental & Military Employees,Doctor,Salary,M,MR,52.63,2019-08-27,2019-08-27,2025-02-28,2019-09-05,2025-03-01,Normal,2024-11-05,1166,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,A,60,600000.0,963822.8874677252,363822.8874677251,16063.714791128752,AMORT,Monthly,1,Stamp Duty,20.5,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,25000.0,SEPARATE,MARRIED,38.552915498709005,0.6425485916451501,7.7105830997418,0.6063714791128751,0.12127429582257503,2.9105830997418005,2.6491540820208197,0.026772857985214588,0.6225210127312855,0.4,0.6425485916451501,0.3774789872687145,0.6225210127312854,1.6491540820208193,CUR
Alexandria,Alexandria,EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Lawyer,Salary,M,MR,49.14,2017-07-25,2017-07-25,2025-02-05,2017-08-01,2025-02-05,Normal,2017-07-25,-1129,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,40000.0,74612.82961713993,34612.82961713993,888.2479716326181,AMORT,Monthly,1,Stamp Duty,20.0,Personal Loan,Unsec-Per-Mur-Sal-InstTran-NBK,KYC Update Needed,,,,,,,0.8653207404284982,0.12361724863264259,,2.15564085463248,0.022206199290815454,0.5361008315225626,,,0.4638991684774374,0.5361008315225626,1.15564085463248,CUR
